date,tnk_numb,yapa,sio_si,b_one,b_two,b_three,b_four,b_five,b_six,tnk_0-9
2011-05-18,05 - 07 - 09 - 23 - 39 - 40,34,,5,7,9,23,39,40,"05, 07, 09, 23, 39, 40"
2011-05-15,07 - 24 - 28 - 32 - 41 - 42,3,,7,24,28,32,41,42,"07, 24, 28, 32, 41, 42"
2011-05-11,06 - 20 - 23 - 25 - 37 - 43,24,,6,20,23,25,37,43,"06, 20, 23, 25, 37, 43"
2011-05-08,13 - 18 - 33 - 34 - 44 - 45,39,02 - 26,13,18,33,34,44,45,"13, 18, 33, 34, 44, 45"
2011-05-04,10 - 12 - 19 - 22 - 39 - 42,30,,10,12,19,22,39,42,"10, 12, 19, 22, 39, 42"
2011-05-01,02 - 12 - 14 - 15 - 20 - 21,34,,2,12,14,15,20,21,"02, 12, 14, 15, 20, 21"
2011-04-27,14 - 22 - 27 - 33 - 34 - 45,40,,14,22,27,33,34,45,"14, 22, 27, 33, 34, 45"
2011-04-24,06 - 07 - 21 - 26 - 35 - 42,19,,6,7,21,26,35,42,"06, 07, 21, 26, 35, 42"
2011-04-20,10 - 13 - 21 - 22 - 34 - 45,20,,10,13,21,22,34,45,"10, 13, 21, 22, 34, 45"
2011-04-17,06 - 18 - 19 - 33 - 35 - 40,21,,6,18,19,33,35,40,"06, 18, 19, 33, 35, 40"
2011-04-13,03 - 05 - 22 - 27 - 34 - 40,42,,3,5,22,27,34,40,"03, 05, 22, 27, 34, 40"
2011-04-10,03 - 09 - 14 - 38 - 40 - 41,5,,3,9,14,38,40,41,"03, 09, 14, 38, 40, 41"
2011-04-06,10 - 15 - 31 - 32 - 36 - 43,5,,10,15,31,32,36,43,"10, 15, 31, 32, 36, 43"
2011-04-03,14 - 29 - 30 - 32 - 40 - 41,16,,14,29,30,32,40,41,"14, 29, 30, 32, 40, 41"
2011-03-30,03 - 13 - 25 - 33 - 40 - 45,34,,3,13,25,33,40,45,"03, 13, 25, 33, 40, 45"
2011-03-27,10 - 19 - 22 - 23 - 32 - 43,30,,10,19,22,23,32,43,"10, 19, 22, 23, 32, 43"
2011-03-23,05 - 08 - 25 - 36 - 37 - 41,10,,5,8,25,36,37,41,"05, 08, 25, 36, 37, 41"
2011-03-20,03 - 10 - 11 - 20 - 27 - 32,7,,3,10,11,20,27,32,"03, 10, 11, 20, 27, 32"
2011-03-16,16 - 17 - 19 - 25 - 26 - 34,39,,16,17,19,25,26,34,"16, 17, 19, 25, 26, 34"
2011-03-13,18 - 33 - 36 - 38 - 39 - 42,31,,18,33,36,38,39,42,"18, 33, 36, 38, 39, 42"
2011-03-09,04 - 05 - 06 - 11 - 12 - 30,3,,4,5,6,11,12,30,"04, 05, 06, 11, 12, 30"
2011-03-06,16 - 20 - 25 - 27 - 28 - 31,7,,16,20,25,27,28,31,"16, 20, 25, 27, 28, 31"
2011-03-02,15 - 18 - 20 - 29 - 32 - 41,10,,15,18,20,29,32,41,"15, 18, 20, 29, 32, 41"
2011-02-27,19 - 21 - 26 - 31 - 33 - 41,44,,19,21,26,31,33,41,"19, 21, 26, 31, 33, 41"
2011-02-23,04 - 18 - 23 - 25 - 40 - 41,10,,4,18,23,25,40,41,"04, 18, 23, 25, 40, 41"
2011-02-20,01 - 03 - 06 - 24 - 25 - 39,8,,1,3,6,24,25,39,"01, 03, 06, 24, 25, 39"
2011-02-16,04 - 16 - 20 - 22 - 32 - 45,18,,4,16,20,22,32,45,"04, 16, 20, 22, 32, 45"
2011-02-13,02 - 05 - 28 - 33 - 38 - 43,21,34 - 36 - 41,2,5,28,33,38,43,"02, 05, 28, 33, 38, 43"
2011-02-09,03 - 14 - 15 - 20 - 37 - 45,7,,3,14,15,20,37,45,"03, 14, 15, 20, 37, 45"
2011-02-06,06 - 11 - 12 - 14 - 27 - 28,22,,6,11,12,14,27,28,"06, 11, 12, 14, 27, 28"
2011-02-02,05 - 20 - 25 - 28 - 35 - 39,16,,5,20,25,28,35,39,"05, 20, 25, 28, 35, 39"
2011-01-30,07 - 08 - 13 - 14 - 25 - 45,40,,7,8,13,14,25,45,"07, 08, 13, 14, 25, 45"
2011-01-26,02 - 04 - 16 - 28 - 29 - 34,38,,2,4,16,28,29,34,"02, 04, 16, 28, 29, 34"
2011-01-23,10 - 12 - 19 - 22 - 28 - 45,37,,10,12,19,22,28,45,"10, 12, 19, 22, 28, 45"
2011-01-19,09 - 16 - 23 - 31 - 33 - 36,38,,9,16,23,31,33,36,"09, 16, 23, 31, 33, 36"
2011-01-16,03 - 13 - 15 - 31 - 36 - 41,16,10 - 20,3,13,15,31,36,41,"03, 13, 15, 31, 36, 41"
2011-01-12,03 - 09 - 28 - 35 - 40 - 42,32,,3,9,28,35,40,42,"03, 09, 28, 35, 40, 42"
2011-01-09,02 - 05 - 14 - 15 - 38 - 42,35,,2,5,14,15,38,42,"02, 05, 14, 15, 38, 42"
2011-01-05,08 - 12 - 13 - 32 - 37 - 38,23,,8,12,13,32,37,38,"08, 12, 13, 32, 37, 38"
2011-01-02,02 - 03 - 06 - 13 - 15 - 29,33,,2,3,6,13,15,29,"02, 03, 06, 13, 15, 29"
2010-12-29,11 - 12 - 15 - 21 - 24 - 28,44,,11,12,15,21,24,28,"11, 12, 15, 21, 24, 28"
2010-12-26,17 - 18 - 25 - 28 - 30 - 32,13,,17,18,25,28,30,32,"17, 18, 25, 28, 30, 32"
2010-12-22,10 - 20 - 32 - 39 - 40 - 44,22,43 - 45,10,20,32,39,40,44,"10, 20, 32, 39, 40, 44"
2010-12-19,01 - 03 - 16 - 27 - 31 - 44,2,28 - 35 - 43,1,3,16,27,31,44,"01, 03, 16, 27, 31, 44"
2010-12-15,04 - 07 - 20 - 24 - 25 - 35,15,,4,7,20,24,25,35,"04, 07, 20, 24, 25, 35"
2010-12-12,04 - 19 - 20 - 23 - 36 - 42,7,,4,19,20,23,36,42,"04, 19, 20, 23, 36, 42"
2010-12-08,01 - 03 - 08 - 17 - 32 - 43,39,,1,3,8,17,32,43,"01, 03, 08, 17, 32, 43"
2010-12-05,03 - 08 - 12 - 14 - 33 - 37,43,,3,8,12,14,33,37,"03, 08, 12, 14, 33, 37"
2010-12-01,13 - 15 - 16 - 17 - 27 - 39,45,,13,15,16,17,27,39,"13, 15, 16, 17, 27, 39"
2010-11-28,01 - 09 - 13 - 23 - 27 - 43,26,06 - 11 - 24,1,9,13,23,27,43,"01, 09, 13, 23, 27, 43"
2010-11-24,02 - 05 - 09 - 35 - 38 - 41,10,,2,5,9,35,38,41,"02, 05, 09, 35, 38, 41"
2010-11-21,04 - 05 - 08 - 12 - 21 - 34,26,,4,5,8,12,21,34,"04, 05, 08, 12, 21, 34"
2010-11-17,05 - 07 - 26 - 35 - 40 - 44,38,,5,7,26,35,40,44,"05, 07, 26, 35, 40, 44"
2010-11-14,09 - 13 - 14 - 32 - 35 - 37,23,,9,13,14,32,35,37,"09, 13, 14, 32, 35, 37"
2010-11-10,02 - 05 - 08 - 14 - 25 - 37,29,,2,5,8,14,25,37,"02, 05, 08, 14, 25, 37"
2010-11-07,05 - 11 - 17 - 22 - 36 - 37,39,,5,11,17,22,36,37,"05, 11, 17, 22, 36, 37"
2010-11-03,01 - 09 - 24 - 32 - 37 - 41,14,,1,9,24,32,37,41,"01, 09, 24, 32, 37, 41"
2010-10-31,03 - 09 - 25 - 27 - 39 - 43,24,,3,9,25,27,39,43,"03, 09, 25, 27, 39, 43"
2010-10-27,08 - 22 - 23 - 30 - 44 - 45,43,,8,22,23,30,44,45,"08, 22, 23, 30, 44, 45"
2010-10-24,04 - 13 - 17 - 19 - 24 - 31,29,07 - 25 - 35,4,13,17,19,24,31,"04, 13, 17, 19, 24, 31"
2010-10-20,12 - 25 - 26 - 34 - 42 - 44,11,,12,25,26,34,42,44,"12, 25, 26, 34, 42, 44"
2010-10-17,03 - 04 - 20 - 31 - 38 - 40,7,08 - 15 - 19,3,4,20,31,38,40,"03, 04, 20, 31, 38, 40"
2010-10-13,13 - 18 - 19 - 23 - 26 - 27,17,,13,18,19,23,26,27,"13, 18, 19, 23, 26, 27"
2010-10-10,03 - 12 - 17 - 22 - 24 - 45,33,,3,12,17,22,24,45,"03, 12, 17, 22, 24, 45"
2010-10-06,11 - 18 - 19 - 31 - 38 - 44,20,,11,18,19,31,38,44,"11, 18, 19, 31, 38, 44"
2010-10-03,02 - 09 - 19 - 29 - 33 - 42,22,,2,9,19,29,33,42,"02, 09, 19, 29, 33, 42"
2010-09-29,11 - 20 - 22 - 24 - 30 - 31,28,07 - 14 - 17 - 38,11,20,22,24,30,31,"11, 20, 22, 24, 30, 31"
2010-09-26,05 - 22 - 27 - 28 - 39 - 41,12,08 - 35,5,22,27,28,39,41,"05, 22, 27, 28, 39, 41"
2010-09-22,07 - 08 - 11 - 26 - 27 - 44,13,04 - 09 - 33,7,8,11,26,27,44,"07, 08, 11, 26, 27, 44"
2010-09-19,06 - 08 - 18 - 22 - 28 - 30,16,24 - 33,6,8,18,22,28,30,"06, 08, 18, 22, 28, 30"
2010-09-15,02 - 06 - 10 - 12 - 14 - 39,42,,2,6,10,12,14,39,"02, 06, 10, 12, 14, 39"
2010-09-12,01 - 10 - 31 - 34 - 44 - 45,23,,1,10,31,34,44,45,"01, 10, 31, 34, 44, 45"
2010-09-08,02 - 12 - 16 - 24 - 35 - 39,32,,2,12,16,24,35,39,"02, 12, 16, 24, 35, 39"
2010-09-05,07 - 10 - 16 - 18 - 20 - 33,30,,7,10,16,18,20,33,"07, 10, 16, 18, 20, 33"
2010-09-01,02 - 07 - 10 - 18 - 19 - 44,21,,2,7,10,18,19,44,"02, 07, 10, 18, 19, 44"
2010-08-29,03 - 13 - 25 - 38 - 40 - 41,32,,3,13,25,38,40,41,"03, 13, 25, 38, 40, 41"
2010-08-25,01 - 22 - 26 - 28 - 29 - 36,9,,1,22,26,28,29,36,"01, 22, 26, 28, 29, 36"
2010-08-22,02 - 18 - 26 - 37 - 40 - 44,5,,2,18,26,37,40,44,"02, 18, 26, 37, 40, 44"
2010-08-18,12 - 24 - 25 - 28 - 31 - 37,15,,12,24,25,28,31,37,"12, 24, 25, 28, 31, 37"
2010-08-15,01 - 02 - 08 - 35 - 38 - 44,12,,1,2,8,35,38,44,"01, 02, 08, 35, 38, 44"
2010-08-11,01 - 09 - 10 - 14 - 23 - 25,16,,1,9,10,14,23,25,"01, 09, 10, 14, 23, 25"
2010-08-08,11 - 16 - 17 - 18 - 20 - 22,39,,11,16,17,18,20,22,"11, 16, 17, 18, 20, 22"
2010-08-04,02 - 09 - 22 - 30 - 36 - 38,44,,2,9,22,30,36,38,"02, 09, 22, 30, 36, 38"
2010-08-01,06 - 07 - 09 - 10 - 16 - 39,37,,6,7,9,10,16,39,"06, 07, 09, 10, 16, 39"
2010-07-28,11 - 14 - 25 - 31 - 34 - 35,39,20,11,14,25,31,34,35,"11, 14, 25, 31, 34, 35"
2010-07-25,03 - 11 - 19 - 28 - 37 - 43,42,13,3,11,19,28,37,43,"03, 11, 19, 28, 37, 43"
2010-07-21,18 - 21 - 29 - 40 - 41 - 42,45,,18,21,29,40,41,42,"18, 21, 29, 40, 41, 42"
2010-07-18,07 - 20 - 21 - 26 - 42 - 44,2,,7,20,21,26,42,44,"07, 20, 21, 26, 42, 44"
2010-07-14,03 - 05 - 21 - 24 - 31 - 42,19,,3,5,21,24,31,42,"03, 05, 21, 24, 31, 42"
2010-07-11,06 - 07 - 23 - 28 - 32 - 36,40,,6,7,23,28,32,36,"06, 07, 23, 28, 32, 36"
2010-07-07,09 - 12 - 22 - 29 - 36 - 38,1,,9,12,22,29,36,38,"09, 12, 22, 29, 36, 38"
2010-07-04,03 - 31 - 34 - 38 - 43 - 44,12,,3,31,34,38,43,44,"03, 31, 34, 38, 43, 44"
2010-06-30,05 - 06 - 25 - 31 - 33 - 37,40,,5,6,25,31,33,37,"05, 06, 25, 31, 33, 37"
2010-06-27,05 - 08 - 09 - 10 - 13 - 35,25,,5,8,9,10,13,35,"05, 08, 09, 10, 13, 35"
2010-06-23,11 - 12 - 19 - 20 - 30 - 33,27,,11,12,19,20,30,33,"11, 12, 19, 20, 30, 33"
2010-06-20,05 - 14 - 15 - 30 - 44 - 45,1,,5,14,15,30,44,45,"05, 14, 15, 30, 44, 45"
2010-06-16,07 - 15 - 20 - 33 - 42 - 44,43,,7,15,20,33,42,44,"07, 15, 20, 33, 42, 44"
2010-06-13,05 - 23 - 26 - 29 - 37 - 40,7,,5,23,26,29,37,40,"05, 23, 26, 29, 37, 40"
2010-06-09,06 - 25 - 30 - 32 - 36 - 40,1,,6,25,30,32,36,40,"06, 25, 30, 32, 36, 40"
2010-06-06,05 - 16 - 20 - 21 - 27 - 45,7,,5,16,20,21,27,45,"05, 16, 20, 21, 27, 45"
2010-06-02,01 - 10 - 16 - 18 - 23 - 26,32,,1,10,16,18,23,26,"01, 10, 16, 18, 23, 26"
2010-05-30,03 - 04 - 28 - 30 - 33 - 36,37,,3,4,28,30,33,36,"03, 04, 28, 30, 33, 36"
2010-05-26,06 - 07 - 09 - 13 - 28 - 41,30,,6,7,9,13,28,41,"06, 07, 09, 13, 28, 41"
2010-05-23,02 - 24 - 27 - 35 - 37 - 45,5,,2,24,27,35,37,45,"02, 24, 27, 35, 37, 45"
2010-05-19,04 - 12 - 14 - 18 - 19 - 34,38,,4,12,14,18,19,34,"04, 12, 14, 18, 19, 34"
2010-05-16,04 - 07 - 34 - 35 - 40 - 42,21,,4,7,34,35,40,42,"04, 07, 34, 35, 40, 42"
2010-05-12,12 - 13 - 27 - 29 - 31 - 39,6,,12,13,27,29,31,39,"12, 13, 27, 29, 31, 39"
2010-05-09,02 - 04 - 10 - 28 - 31 - 33,42,09,2,4,10,28,31,33,"02, 04, 10, 28, 31, 33"
2010-05-05,02 - 03 - 13 - 21 - 25 - 39,16,,2,3,13,21,25,39,"02, 03, 13, 21, 25, 39"
2010-05-02,04 - 09 - 17 - 20 - 27 - 31,18,,4,9,17,20,27,31,"04, 09, 17, 20, 27, 31"
2010-04-28,01 - 09 - 10 - 13 - 17 - 28,43,,1,9,10,13,17,28,"01, 09, 10, 13, 17, 28"
2010-04-25,07 - 11 - 18 - 22 - 24 - 32,17,,7,11,18,22,24,32,"07, 11, 18, 22, 24, 32"
2010-04-21,07 - 08 - 22 - 28 - 37 - 41,15,,7,8,22,28,37,41,"07, 08, 22, 28, 37, 41"
2010-04-18,05 - 11 - 14 - 18 - 22 - 39,37,,5,11,14,18,22,39,"05, 11, 14, 18, 22, 39"
2010-04-14,05 - 20 - 26 - 33 - 37 - 45,17,,5,20,26,33,37,45,"05, 20, 26, 33, 37, 45"
2010-04-11,14 - 16 - 20 - 24 - 33 - 38,2,,14,16,20,24,33,38,"14, 16, 20, 24, 33, 38"
2010-04-07,05 - 13 - 17 - 28 - 42 - 44,36,,5,13,17,28,42,44,"05, 13, 17, 28, 42, 44"
2010-04-04,11 - 13 - 15 - 18 - 22 - 45,43,,11,13,15,18,22,45,"11, 13, 15, 18, 22, 45"
2010-03-31,06 - 18 - 19 - 25 - 26 - 33,31,,6,18,19,25,26,33,"06, 18, 19, 25, 26, 33"
2010-03-28,03 - 04 - 16 - 22 - 23 - 29,42,,3,4,16,22,23,29,"03, 04, 16, 22, 23, 29"
2010-03-24,06 - 12 - 22 - 33 - 42 - 43,2,,6,12,22,33,42,43,"06, 12, 22, 33, 42, 43"
2010-03-21,19 - 20 - 23 - 26 - 28 - 44,13,,19,20,23,26,28,44,"19, 20, 23, 26, 28, 44"
2010-03-17,03 - 09 - 12 - 19 - 20 - 26,22,,3,9,12,19,20,26,"03, 09, 12, 19, 20, 26"
2010-03-14,12 - 13 - 29 - 32 - 33 - 40,24,,12,13,29,32,33,40,"12, 13, 29, 32, 33, 40"
2010-03-10,03 - 10 - 19 - 21 - 28 - 38,27,,3,10,19,21,28,38,"03, 10, 19, 21, 28, 38"
2010-03-07,04 - 10 - 13 - 15 - 19 - 43,3,,4,10,13,15,19,43,"04, 10, 13, 15, 19, 43"
2010-03-03,03 - 05 - 12 - 17 - 18 - 37,40,,3,5,12,17,18,37,"03, 05, 12, 17, 18, 37"
2010-02-28,14 - 18 - 25 - 26 - 33 - 37,29,,14,18,25,26,33,37,"14, 18, 25, 26, 33, 37"
2010-02-24,04 - 05 - 09 - 30 - 31 - 32,6,,4,5,9,30,31,32,"04, 05, 09, 30, 31, 32"
2010-02-21,08 - 10 - 15 - 17 - 22 - 39,3,,8,10,15,17,22,39,"08, 10, 15, 17, 22, 39"
2010-02-17,10 - 22 - 23 - 26 - 30 - 34,1,,10,22,23,26,30,34,"10, 22, 23, 26, 30, 34"
2010-02-14,01 - 02 - 10 - 30 - 33 - 40,4,19 - 28 - 39,1,2,10,30,33,40,"01, 02, 10, 30, 33, 40"
2010-02-10,13 - 17 - 18 - 30 - 35 - 40,38,,13,17,18,30,35,40,"13, 17, 18, 30, 35, 40"
2010-02-07,03 - 26 - 34 - 42 - 43 - 44,20,,3,26,34,42,43,44,"03, 26, 34, 42, 43, 44"
2010-02-03,07 - 11 - 19 - 22 - 24 - 45,9,,7,11,19,22,24,45,"07, 11, 19, 22, 24, 45"
2010-01-31,02 - 09 - 32 - 36 - 42 - 45,37,,2,9,32,36,42,45,"02, 09, 32, 36, 42, 45"
2010-01-27,05 - 07 - 09 - 14 - 18 - 26,25,,5,7,9,14,18,26,"05, 07, 09, 14, 18, 26"
2010-01-24,02 - 16 - 17 - 26 - 36 - 45,15,,2,16,17,26,36,45,"02, 16, 17, 26, 36, 45"
2010-01-20,02 - 08 - 10 - 14 - 33 - 37,38,,2,8,10,14,33,37,"02, 08, 10, 14, 33, 37"
2010-01-17,04 - 05 - 09 - 26 - 38 - 45,24,,4,5,9,26,38,45,"04, 05, 09, 26, 38, 45"
2010-01-13,21 - 24 - 32 - 34 - 42 - 45,35,,21,24,32,34,42,45,"21, 24, 32, 34, 42, 45"
2010-01-10,04 - 19 - 24 - 28 - 35 - 37,3,,4,19,24,28,35,37,"04, 19, 24, 28, 35, 37"
2010-01-06,07 - 11 - 12 - 18 - 22 - 33,32,,7,11,12,18,22,33,"07, 11, 12, 18, 22, 33"
2010-01-03,05 - 08 - 11 - 26 - 28 - 39,30,,5,8,11,26,28,39,"05, 08, 11, 26, 28, 39"
2009-12-30,02 - 05 - 15 - 24 - 36 - 43,16,,2,5,15,24,36,43,"02, 05, 15, 24, 36, 43"
2009-12-27,09 - 11 - 13 - 16 - 26 - 45,8,,9,11,13,16,26,45,"09, 11, 13, 16, 26, 45"
2009-12-23,14 - 16 - 19 - 24 - 28 - 37,42,15 - 38,14,16,19,24,28,37,"14, 16, 19, 24, 28, 37"
2009-12-20,09 - 10 - 12 - 16 - 28 - 33,35,01,9,10,12,16,28,33,"09, 10, 12, 16, 28, 33"
2009-12-16,13 - 27 - 29 - 31 - 38 - 40,28,,13,27,29,31,38,40,"13, 27, 29, 31, 38, 40"
2009-12-13,03 - 14 - 28 - 30 - 31 - 42,4,,3,14,28,30,31,42,"03, 14, 28, 30, 31, 42"
2009-12-09,04 - 14 - 20 - 24 - 39 - 40,21,,4,14,20,24,39,40,"04, 14, 20, 24, 39, 40"
2009-12-06,05 - 09 - 14 - 36 - 41 - 44,12,,5,9,14,36,41,44,"05, 09, 14, 36, 41, 44"
2009-12-02,16 - 19 - 20 - 27 - 30 - 44,42,,16,19,20,27,30,44,"16, 19, 20, 27, 30, 44"
2009-11-29,04 - 18 - 20 - 23 - 34 - 38,31,16 - 30,4,18,20,23,34,38,"04, 18, 20, 23, 34, 38"
2009-11-25,18 - 24 - 29 - 36 - 37 - 44,27,,18,24,29,36,37,44,"18, 24, 29, 36, 37, 44"
2009-11-22,08 - 09 - 14 - 19 - 28 - 43,4,03 - 06 - 16 - 45,8,9,14,19,28,43,"08, 09, 14, 19, 28, 43"
2009-11-18,03 - 05 - 18 - 20 - 32 - 40,6,,3,5,18,20,32,40,"03, 05, 18, 20, 32, 40"
2009-11-15,07 - 20 - 21 - 25 - 27 - 34,28,14 - 29 - 45,7,20,21,25,27,34,"07, 20, 21, 25, 27, 34"
2009-11-11,16 - 18 - 21 - 22 - 39 - 44,37,,16,18,21,22,39,44,"16, 18, 21, 22, 39, 44"
2009-11-08,12 - 16 - 18 - 31 - 41 - 44,10,,12,16,18,31,41,44,"12, 16, 18, 31, 41, 44"
2009-11-04,02 - 06 - 12 - 16 - 25 - 35,5,,2,6,12,16,25,35,"02, 06, 12, 16, 25, 35"
2009-11-01,08 - 12 - 15 - 25 - 36 - 37,19,,8,12,15,25,36,37,"08, 12, 15, 25, 36, 37"
2009-10-28,07 - 17 - 28 - 36 - 37 - 41,6,,7,17,28,36,37,41,"07, 17, 28, 36, 37, 41"
2009-10-25,04 - 08 - 16 - 17 - 36 - 37,39,,4,8,16,17,36,37,"04, 08, 16, 17, 36, 37"
2009-10-21,07 - 13 - 20 - 27 - 33 - 35,16,,7,13,20,27,33,35,"07, 13, 20, 27, 33, 35"
2009-10-18,05 - 13 - 14 - 22 - 40 - 43,19,,5,13,14,22,40,43,"05, 13, 14, 22, 40, 43"
2009-10-14,05 - 07 - 08 - 09 - 21 - 24,26,28 - 31 - 36 - 43,5,7,8,9,21,24,"05, 07, 08, 09, 21, 24"
2009-10-11,08 - 11 - 26 - 30 - 31 - 42,15,05 - 20 - 37,8,11,26,30,31,42,"08, 11, 26, 30, 31, 42"
2009-10-07,04 - 22 - 25 - 30 - 35 - 43,45,03 - 06 - 16 - 31,4,22,25,30,35,43,"04, 22, 25, 30, 35, 43"
2009-10-04,04 - 08 - 10 - 13 - 22 - 31,25,,4,8,10,13,22,31,"04, 08, 10, 13, 22, 31"
2009-09-30,02 - 18 - 23 - 25 - 41 - 43,17,01 - 05 - 16 - 34,2,18,23,25,41,43,"02, 18, 23, 25, 41, 43"
2009-09-27,01 - 05 - 07 - 13 - 22 - 27,21,,1,5,7,13,22,27,"01, 05, 07, 13, 22, 27"
2009-09-23,05 - 07 - 12 - 18 - 21 - 39,43,04 - 11 - 32,5,7,12,18,21,39,"05, 07, 12, 18, 21, 39"
2009-09-20,07 - 19 - 24 - 28 - 32 - 43,34,,7,19,24,28,32,43,"07, 19, 24, 28, 32, 43"
2009-09-16,03 - 21 - 23 - 35 - 44 - 45,31,18 - 30,3,21,23,35,44,45,"03, 21, 23, 35, 44, 45"
2009-09-13,11 - 14 - 16 - 24 - 27 - 40,25,,11,14,16,24,27,40,"11, 14, 16, 24, 27, 40"
2009-09-09,12 - 17 - 20 - 21 - 33 - 35,14,07 - 10 - 16,12,17,20,21,33,35,"12, 17, 20, 21, 33, 35"
2009-09-06,01 - 11 - 14 - 22 - 24 - 35,3,,1,11,14,22,24,35,"01, 11, 14, 22, 24, 35"
2009-09-02,07 - 08 - 13 - 17 - 29 - 34,2,,7,8,13,17,29,34,"07, 08, 13, 17, 29, 34"
2009-08-30,04 - 14 - 17 - 25 - 36 - 38,12,08 - 18 - 44,4,14,17,25,36,38,"04, 14, 17, 25, 36, 38"
2009-08-26,03 - 06 - 25 - 30 - 41 - 43,14,27,3,6,25,30,41,43,"03, 06, 25, 30, 41, 43"
2009-08-23,07 - 09 - 23 - 25 - 42 - 44,22,17 - 41,7,9,23,25,42,44,"07, 09, 23, 25, 42, 44"
2009-08-19,05 - 14 - 20 - 25 - 32 - 43,28,,5,14,20,25,32,43,"05, 14, 20, 25, 32, 43"
2009-08-16,10 - 15 - 25 - 31 - 32 - 43,11,,10,15,25,31,32,43,"10, 15, 25, 31, 32, 43"
2009-08-12,02 - 04 - 18 - 36 - 42 - 45,15,,2,4,18,36,42,45,"02, 04, 18, 36, 42, 45"
2009-08-09,03 - 11 - 21 - 25 - 28 - 44,27,,3,11,21,25,28,44,"03, 11, 21, 25, 28, 44"
2009-08-05,04 - 08 - 09 - 13 - 24 - 26,10,,4,8,9,13,24,26,"04, 08, 09, 13, 24, 26"
2009-08-02,12 - 14 - 16 - 33 - 41 - 42,9,,12,14,16,33,41,42,"12, 14, 16, 33, 41, 42"
2009-07-29,01 - 16 - 23 - 28 - 34 - 42,6,04 - 26 - 30 - 43,1,16,23,28,34,42,"01, 16, 23, 28, 34, 42"
2009-07-26,23 - 28 - 29 - 36 - 40 - 42,15,09 - 12 - 38,23,28,29,36,40,42,"23, 28, 29, 36, 40, 42"
2009-07-22,07 - 12 - 22 - 33 - 40 - 43,30,,7,12,22,33,40,43,"07, 12, 22, 33, 40, 43"
2009-07-19,06 - 19 - 20 - 21 - 24 - 42,13,,6,19,20,21,24,42,"06, 19, 20, 21, 24, 42"
2009-07-15,10 - 13 - 27 - 32 - 35 - 38,45,,10,13,27,32,35,38,"10, 13, 27, 32, 35, 38"
2009-07-12,03 - 10 - 18 - 29 - 36 - 40,45,,3,10,18,29,36,40,"03, 10, 18, 29, 36, 40"
2009-07-08,06 - 10 - 25 - 27 - 39 - 40,35,,6,10,25,27,39,40,"06, 10, 25, 27, 39, 40"
2009-07-05,04 - 13 - 21 - 26 - 29 - 38,14,,4,13,21,26,29,38,"04, 13, 21, 26, 29, 38"
2009-07-01,10 - 25 - 27 - 29 - 39 - 43,35,,10,25,27,29,39,43,"10, 25, 27, 29, 39, 43"
2009-06-28,04 - 05 - 21 - 28 - 31 - 40,20,,4,5,21,28,31,40,"04, 05, 21, 28, 31, 40"
2009-06-24,05 - 10 - 20 - 22 - 31 - 37,28,09 - 21 - 40,5,10,20,22,31,37,"05, 10, 20, 22, 31, 37"
2009-06-21,04 - 06 - 24 - 30 - 33 - 43,11,18 - 26 - 45,4,6,24,30,33,43,"04, 06, 24, 30, 33, 43"
2009-06-17,03 - 05 - 21 - 24 - 41 - 44,42,,3,5,21,24,41,44,"03, 05, 21, 24, 41, 44"
2009-06-14,05 - 07 - 12 - 23 - 37 - 45,9,,5,7,12,23,37,45,"05, 07, 12, 23, 37, 45"
2009-06-10,15 - 16 - 20 - 22 - 23 - 26,9,,15,16,20,22,23,26,"15, 16, 20, 22, 23, 26"
2009-06-07,06 - 12 - 25 - 33 - 42 - 45,14,,6,12,25,33,42,45,"06, 12, 25, 33, 42, 45"
2009-06-03,02 - 15 - 37 - 40 - 41 - 42,44,,2,15,37,40,41,42,"02, 15, 37, 40, 41, 42"
2009-05-31,01 - 10 - 16 - 17 - 26 - 32,14,,1,10,16,17,26,32,"01, 10, 16, 17, 26, 32"
2009-05-27,15 - 23 - 28 - 38 - 39 - 45,34,02 - 26,15,23,28,38,39,45,"15, 23, 28, 38, 39, 45"
2009-05-24,01 - 04 - 15 - 16 - 28 - 30,44,24,1,4,15,16,28,30,"01, 04, 15, 16, 28, 30"
2009-05-20,02 - 24 - 28 - 31 - 40 - 41,20,09 - 13 - 29 - 39,2,24,28,31,40,41,"02, 24, 28, 31, 40, 41"
2009-05-17,16 - 22 - 26 - 34 - 38 - 45,15,,16,22,26,34,38,45,"16, 22, 26, 34, 38, 45"
2009-05-13,05 - 06 - 13 - 37 - 39 - 44,31,,5,6,13,37,39,44,"05, 06, 13, 37, 39, 44"
2009-05-10,02 - 06 - 08 - 13 - 21 - 40,30,04 - 38,2,6,8,13,21,40,"02, 06, 08, 13, 21, 40"
2009-05-06,17 - 25 - 28 - 30 - 31 - 40,27,,17,25,28,30,31,40,"17, 25, 28, 30, 31, 40"
2009-05-03,19 - 25 - 26 - 35 - 40 - 44,7,,19,25,26,35,40,44,"19, 25, 26, 35, 40, 44"
2009-04-29,03 - 07 - 16 - 24 - 41 - 42,45,,3,7,16,24,41,42,"03, 07, 16, 24, 41, 42"
2009-04-26,05 - 09 - 12 - 14 - 15 - 40,13,,5,9,12,14,15,40,"05, 09, 12, 14, 15, 40"
